ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
5858	Indonesian Corpus	cited_context | citing_context	Wiki Revision Edits Textual Entailment dataset	https://doi.org/10.18653/v1/2020.aacl-main.85 (2020)	https://doi.org/10.1007/978-3-031-23793-5_34 (2018)	The Wiki Revision Edits Textual Entailment dataset is primarily used for Indonesian language processing tasks, including information retrieval, summarization, and named entity recognition. It is also utilized to evaluate textual entailment by assessing the logical relationships between sentence pairs derived from Wikipedia revision history. This dataset supports semi-supervised learning approaches and provides a foundational resource for various NLP applications in Indonesian.; The Wiki Revision Edits Textual Entailment dataset is primarily used for evaluating textual entailment in Indonesian Wikipedia data, focusing on the logical relationships between sentence pairs. It is also employed for named entity recognition tasks, identifying and classifying named entities in Indonesian text, and for extracting relevant text spans for information extraction. The dataset includes 450 sentence pairs derived from Wikipedia revision history, enabling semi-supervised textual entailment tasks and enhancing the accuracy of natural language processing models in the Indonesian language.	https://metatext.io/datasets/the-wiki-revision-edits-textual-entailment-(wrete)-(indonlu)		2		Written	Textual Entailment
6407	Javanese Corpus	cited_context	Javanese Speech Corpus	https://doi.org/10.1109/ACCESS.2020.3027619 (2020)		The Javanese Speech Corpus is primarily used for studying Javanese speech, with each speaker contributing an average of 10 minutes of audio. This dataset supports the development and testing of Javanese language models, enhances the analysis of Javanese phonetics and prosody, and is also utilized as part of a broader Indonesian speech corpus for training and evaluating speech models.	https://www.openslr.org/41/		2		Speech	Speech Recognition/Understanding
6410	Javanese Corpus	cited_context | citing_context	OpenSLR jv-ID	https://doi.org/10.1109/ACCESS.2020.3027619 (2020)	https://www.semanticscholar.org/paper/da19f6f033257a7831f53f238e37b4e5768e9f43 (2006)	The OpenSLR jv-ID dataset is employed as a Javanese speech corpus, featuring an average of 10 minutes of data per speaker. It is primarily used for training and evaluating speech recognition models, enabling researchers to develop and test algorithms specific to the Javanese language. The dataset's structured speaker data supports robust model performance assessment.; The OpenSLR jv-ID dataset is used to analyze Javanese speech, focusing on phonetics and language processing. Each recording averages 10 minutes per speaker, enabling detailed phonetic analysis and supporting the development of speech processing techniques for the Javanese language. This dataset facilitates research into the acoustic and linguistic properties of Javanese, enhancing understanding and technological applications in Javanese speech recognition and synthesis.	https://www.openslr.org/41/		1		Speech	Speech Recognition/Understanding
6414	Javanese Corpus	citing_context	SLR41	https://doi.org/10.48550/arXiv.2401.06832 (2024)	https://doi.org/10.21437/SLTU.2018-14 (2018)	The SLR41 dataset is primarily used for training and evaluating models in Javanese language processing, with a focus on speech recognition and synthesis tasks. It provides a diverse set of high-quality voice samples, enabling researchers to build and assess TTS voices for Javanese, emphasizing model performance, speech synthesis quality, and naturalness.	https://www.openslr.org/41/		1		Speech	Speech Recognition/Understanding
6400	Javanese Corpus	cited_context	handwritten Javanese character dataset	https://doi.org/10.22146/IJCCS.31144 (2018)	https://www.semanticscholar.org/paper/7f5081cc48368e0a528f8a27bb19b1d86d9cef42 (2016)	The handwritten Javanese character dataset is used for recognizing directional element features from handwritten Javanese characters. Researchers employ multi-class SVM for character recognition and feature extraction, focusing on improving the accuracy of identifying specific features within the characters. This dataset enables detailed analysis and development of algorithms tailored to the unique characteristics of Javanese script.	https://www.kaggle.com/datasets/arifrizqy/javanese-script		1		Written	Character Recognition
6399	Javanese Corpus	citing_context	Google Crowdsourced Speech Corpora	https://doi.org/10.33480/pilar.v20i1.4633 (2024)	https://www.semanticscholar.org/paper/d3f1c77ea3a4e381cfef8213fa6861928396172a (2020)	The Google Crowdsourced Speech Corpora is used to compile speech audio data, including .wav files, file IDs, and transcriptions, with a focus on low-resource languages and dialects such as Javanese. This dataset enables researchers to address challenges in speech recognition and processing for underrepresented languages by providing a diverse and annotated corpus.	https://research.google/pubs/crowd-sourced-speech-corpora-for-javanese-sundanese-sinhala-nepali-and-bangladeshi-bengali/		1		Speech	Speech Recognition/Understanding
6402	Javanese Corpus	citing_context	IndoCulture	https://doi.org/10.48550/arXiv.2506.02573 (2025)	https://doi.org/10.48550/arXiv.2310.04928 (2023)	The IndoCulture dataset is used to evaluate the performance of fine-tuned models on cultural tasks in Indonesia, specifically focusing on the impact of safety fine-tuning on cultural sensitivity. This involves assessing how well the models handle culturally sensitive content, ensuring they are appropriate and respectful in their outputs. The dataset enables researchers to test and improve the cultural relevance and safety of AI models in Indonesian contexts.	https://huggingface.co/datasets/indolem/IndoCulture		1		Written	Cultural Sensitivity Evaluation
6545	Khmer Corpus	cited_context	Khmer character dataset	https://doi.org/10.3390/JIMAGING4020043 (2018)	https://doi.org/10.1145/2505377.2505394 (2013)	The Khmer character dataset is used to develop an annotation tool for characters and glyphs on document pages, specifically to improve Optical Character Recognition (OCR) for Khmer language documents. This involves annotating and labeling characters to enhance the accuracy of OCR systems, addressing the challenge of recognizing Khmer script in digital documents. The dataset's focus on Khmer characters enables researchers to create more effective tools for processing and analyzing Khmer language texts.	https://www.mdpi.com/2313-433X/4/2/43		1		Written	Optical Character Recognition (OCR)
6542	Khmer Corpus	citing_context	Khmer	https://doi.org/10.1109/O-COCOSDA202152914.2021.9660421 (2021)	https://doi.org/10.21437/Eurospeech.2003-150 (2003)	The 'Khmer' dataset is used to train and evaluate speech-to-text translation models, specifically focusing on the Khmer language. It includes audio recordings and corresponding transcriptions, enabling researchers to develop and test translation systems that can accurately convert spoken Khmer into written text. This dataset supports the advancement of natural language processing technologies for under-resourced languages like Khmer.	https://www.isca-archive.org/eurospeech_2003/kikui03_eurospeech.html		1		Speech	Speech Recognition/Understanding
6550	Khmer Corpus	cited_context	Khmer palm leaf manuscripts of Cambodia	https://doi.org/10.23919/APSIPAASC55919.2022.9980217 (2022)	https://doi.org/10.1109/ICFHR-2018.2018.00012 (2018)	The Khmer palm leaf manuscripts of Cambodia dataset is used to study historical records, culture, and knowledge in Cambodia. Researchers focus on character and text recognition of these historical manuscripts, employing methodologies that enhance the understanding and preservation of Khmer historical texts. This dataset enables detailed analysis of cultural and historical data, contributing to the broader field of Cambodian studies.	https://www.akhmerbuddhistfoundation.org/manuscripts		1		Written	Character and Text Recognition
6553	Khmer Corpus	cited_context	palm leaf manuscript collection	https://doi.org/10.3390/JIMAGING4020043 (2018)		The palm leaf manuscript collection is used to test and evaluate word recognition and transliteration tasks, specifically focusing on the accuracy and effectiveness of OCR frameworks for historical Khmer texts. This dataset enables researchers to assess and improve the performance of OCR technologies in processing and interpreting ancient manuscripts, contributing to the preservation and accessibility of historical Khmer documents.	https://www.akhmerbuddhistfoundation.org/manuscripts		1		Written	OCR
6543	Khmer Corpus	citing_context	Khmer and Burmese ALT data	https://doi.org/10.46223/hcmcoujs.tech.en.12.1.2219.2022 (2022)	https://doi.org/10.1145/3325885 (2019)	The Khmer and Burmese ALT data dataset is primarily used for linguistic analysis and annotation of Khmer language data. It supports research on Khmer language processing by providing annotated data that facilitates the study of linguistic structures and features, enabling detailed analysis and the development of language processing techniques.	https://seacrowd.github.io/seacrowd-catalogue/dataset?id=14		1		Written	Parsing and Tagging
6540	Khmer Corpus	cited_context	Common Crawl corpus for Khmer	https://doi.org/10.18653/v1/D19-5206 (2019)	https://www.semanticscholar.org/paper/774e560a2cadcb84f4b1def7b152e5398b062efb (2013)	The Common Crawl corpus for Khmer is used to train 4-gram language models, which are concatenated to the target side of parallel data. This enhances the model's understanding and performance in machine translation tasks, particularly for the Khmer language. The dataset's large-scale, web-scraped nature provides extensive text data, improving the model's ability to handle Khmer text effectively.	https://metatext.io/datasets/cc100-khmer		1		Written	Machine Translation
6551	Khmer Corpus	citing_context	Khmer POS dataset by Thu et al. (2017)	https://doi.org/10.46223/hcmcoujs.tech.en.12.1.2219.2022 (2022)		The Khmer POS dataset by Thu et al. (2017) is used to train and evaluate models for Khmer language processing, specifically focusing on part-of-speech tagging. It consists of a manually annotated corpus of 12,000 sentences, enabling researchers to analyze linguistic patterns, improve model accuracy, and address biases in Khmer language structures. This dataset supports the development of robust linguistic analysis tools for the Khmer language.	https://github.com/ye-kyaw-thu/khPOS		1		Written	Parsing and Tagging
6554	Khmer Corpus	cited_context | citing_context	Sleuk-Rith dataset	https://doi.org/10.48550/arXiv.2410.18277 (2024), https://doi.org/10.1109/ACCESS.2023.3332361 (2023)	https://doi.org/10.46223/hcmcoujs.tech.en.12.1.2217.2022 (2022), https://doi.org/10.1109/ICFHR-2018.2018.00012 (2018)	The Sleuk-Rith dataset is used for comparative analysis with new datasets, specifically focusing on historical hand-written and printed Khmer text that has been scanned and annotated. This dataset enables researchers to evaluate and benchmark the performance of new datasets in recognizing and processing Khmer script, facilitating advancements in digital humanities and historical document analysis.; The Sleuk Rith dataset is used for text recognition in historical Khmer palm leaf manuscripts. Researchers employ character and text recognition methods to analyze and interpret these manuscripts. This dataset enables the development and evaluation of algorithms for recognizing Khmer script, facilitating the preservation and study of historical texts.	https://github.com/donavaly/SleukRith-Set		1		Written	Text Recognition
6539	Khmer Corpus	citing_context	Chhoun Nat dictionary	https://doi.org/10.46223/hcmcoujs.tech.en.12.1.2219.2022 (2022)	https://www.semanticscholar.org/paper/44619a377ac96c3d33f2b9cbef820b625af4d80a (2008)	The Chhoun Nat dictionary is used primarily for developing and evaluating automatic word segmentation systems for Khmer speech recognition. It contains a list of 18,000 words and is employed to train and evaluate models such as CRF models, focusing on the longest matching algorithm to study word segmentation and word boundaries. This dataset enables researchers to improve the accuracy of Khmer speech recognition systems by providing a standardized vocabulary reference.	https://angkordatabase.asia/links/chuon-naths-khmer-dictionary		1		Speech	Lexicon/Dictionary
6548	Khmer Corpus	citing_context	Khmer-English ECCC corpus	https://doi.org/10.1109/O-COCOSDA202152914.2021.9660421 (2021)	https://doi.org/10.18653/v1/D19-5201 (2019)	The Khmer-English ECCC corpus is used for machine translation research, specifically to develop and evaluate translation models between Khmer and English. Researchers focus on text data to enhance the accuracy and fluency of translations, leveraging the dataset's bilingual content to train and test their models. This enables advancements in cross-lingual communication technologies.	https://ieeexplore.ieee.org/document/9660421		2		Written	Machine Translation
6552	Khmer Corpus	cited_context | citing_context	KHPOS corpus	https://doi.org/10.1109/ACCESS.2023.3332361 (2023)		The KHPOS corpus is used to generate a validation dataset for evaluating Khmer language processing systems. It focuses on assessing the accuracy and robustness of these models, ensuring they perform well across various linguistic challenges. This dataset enables researchers to systematically test and improve Khmer language processing technologies.; The KHPOS corpus is used to generate a validation dataset for Khmer language processing, specifically to evaluate the accuracy and performance of synthetic text generation methods. This dataset enables researchers to test and refine models designed for generating synthetic Khmer text, ensuring they meet high standards of linguistic fidelity and utility.	https://github.com/ye-kyaw-thu/khPOS		2		Written	Evaluation
6547	Khmer Corpus	citing_context	Khmer ECCC	https://doi.org/10.1109/ICASSP49357.2023.10095644 (2023)	https://www.semanticscholar.org/paper/9b4ec1028823d15731da12bdaf78de57af69e1cd (2021)	The Khmer ECCC dataset is used for training and evaluating Automatic Speech Recognition (ASR) models specifically for the Khmer language. It involves training models on Khmer language data and measuring their performance using character error rates on a 10-hour test set. The dataset also includes synthetic Khmer speech data to enhance model performance and improve speech recognition accuracy.	https://ieeexplore.ieee.org/document/9660421		2		Speech	Speech Recognition/Understanding
6544	Khmer Corpus	citing_context	Khmer BTEC	https://doi.org/10.1109/APSIPAASC47483.2019.9023137 (2019)		The Khmer BTEC dataset is used to enhance the vocabulary of the Khmer language by gathering additional words from Khmer websites and collecting new words appearing in the BTEC data. This expansion of the dataset contributes to a richer and more comprehensive Khmer language resource, supporting research in Khmer language development and lexicon expansion.	https://ieeexplore.ieee.org/document/9023137		2		Written	Lexicon/Dictionary
6565	Kinyarwanda Corpus	cited_context	KIN data	https://doi.org/10.3115/v1/P15-1134 (2015)	https://www.semanticscholar.org/paper/727209a57c643472c8fc166ba3cc373936acc8d0 (2013)	The KIN data dataset is used to study testimonies by survivors of the Rwandan genocide, focusing on linguistic and thematic analysis in the Kinyarwanda language. Researchers employ qualitative methods to analyze the language and themes within these testimonies, addressing specific research questions related to the linguistic expression and thematic content of survivor narratives. This dataset enables detailed examination of how survivors articulate their experiences, providing insights into the cultural and psychological dimensions of trauma and resilience.	https://github.com/dhgarrette/low-resource-pos-tagging-2013		1		Written	Linguistic and Thematic Analysis
6567	Kinyarwanda Corpus	citing_context	Kinyarwanda dataset	https://doi.org/10.48550/arXiv.2402.08638 (2024)		The Kinyarwanda dataset is used to create a monolingual STR dataset for Kinyarwanda, focusing on semantic textual similarity in multilingual research. It involves collecting pairs of sentences from news articles to study linguistic patterns and structures in news media. This dataset enables researchers to analyze and understand the nuances of the Kinyarwanda language in specific contexts, enhancing multilingual research methodologies.	https://github.com/Andrews2017/KINNEWS-and-KIRNEWS-Corpus		2		Written	Semantic Textual Similarity
6570	Kinyarwanda Corpus	citing_context	machine-translated subset of GLUE	https://doi.org/10.18653/v1/2022.acl-long.367 (2022)	https://doi.org/10.18653/v1/W18-5446 (2018)	The machine-translated subset of GLUE is used to evaluate Kinyarwanda language models on natural language understanding tasks, specifically adapted from the GLUE benchmark. It assesses model performance in news article classification, focusing on category prediction accuracy. This dataset enables researchers to test and improve the effectiveness of Kinyarwanda language models in specific NLP tasks.	https://github.com/anzeyimana/kinyabert-acl2022		1		Written	Classification
6575	Kinyarwanda Corpus	cited_context	news categorization dataset	https://doi.org/10.18653/v1/2022.acl-long.367 (2022)	https://doi.org/10.18653/v1/W18-5446 (2018)	The news categorization dataset is used to evaluate the accuracy and reliability of category classification in local news articles in Kinyarwanda. Researchers employ this dataset to assess machine translation and categorization models, focusing on how well these systems can reliably classify news content into appropriate categories. This enables the development and improvement of news categorization tools tailored for the Kinyarwanda language.	https://github.com/anzeyimana/kinyabert-acl2022		1		Written	Categorization/Classification
6574	Kinyarwanda Corpus	citing_context	MSWC corpus	https://www.semanticscholar.org/paper/3c0b89d19b49b2f314ebb2ef2459832f9ac83d89 (2025)	https://doi.org/10.1007/978-3-030-57077-4_10 (2021)	The MSWC corpus is used to train and evaluate pre-trained models for the Kinyarwanda language, specifically focusing on identifying and analyzing the most prevalent keywords within the corpus. This dataset enables researchers to enhance the performance and relevance of natural language processing models for Kinyarwanda by providing a rich source of linguistic data.	https://mlcommons.org/datasets/multilingual-spoken-words/		1		Written	Keyword Extraction
6560	Kinyarwanda Corpus	cited_context | citing_context	AfriSenti datasets	https://doi.org/10.1109/ICMI60790.2024.10585867 (2024), https://doi.org/10.48550/arXiv.2302.08956 (2023)	https://doi.org/10.1109/AIBThings58340.2023.10292494 (2023), https://www.semanticscholar.org/paper/f5808755486ad4fe58d832e752e624382c5a2d5a (2020)	The AfriSenti dataset is mentioned in research citations but lacks detailed descriptions of its usage. There is no explicit information on specific methodologies, research questions, or characteristics of the dataset. Therefore, based on the provided evidence, it cannot be accurately described how AfriSenti is used in research.; The AfriSenti datasets are used to perform sentiment analysis on African languages, with a focus on polarity classification. These datasets support the development of sentiment analysis systems, particularly for Kinyarwanda, enabling researchers to study the nuances of sentiment and language use in this linguistic context. The datasets facilitate the building of models that can accurately classify sentiments, enhancing understanding of diverse linguistic expressions.	https://huggingface.co/datasets/HausaNLP/AfriSenti-Twitter		1		Written	Sentiment Analysis
6566	Kinyarwanda Corpus	cited_context	KINNEWS	https://www.semanticscholar.org/paper/2ac19d63e1adba20473a6d1122c598f81efc3c58 (2022)	https://doi.org/10.18653/V1/2020.COLING-MAIN.480 (2020)	The KINNEWS dataset is used for news topic classification and Named Entity Recognition (NER) in Kinyarwanda. It evaluates model performance on Kinyarwanda news articles and analyzes linguistic features using a treebank approach. This dataset enables researchers to assess and improve NLP models specifically tailored for the Kinyarwanda language.	https://huggingface.co/datasets/andreniyongabo/kinnews_kirnews		1		Written	Named Entity Recognition
6563	Kinyarwanda Corpus	citing_context	Formality dataset	https://doi.org/10.48550/arXiv.2402.08638 (2024)	https://doi.org/10.18653/v1/N18-1012 (2018)	The Formality dataset is used to collect Kinyarwanda sentences for formality style transfer, focusing on pairs of sentences that convey the same meaning but differ in formality levels. This dataset enables researchers to develop and evaluate algorithms that can transform text between formal and informal styles, enhancing natural language processing applications in Kinyarwanda.	https://github.com/s-nlp/formality		1		Written	Style Transfer
6562	Kinyarwanda Corpus	citing_context	AfriSenti-Sent 2023 Shared Task 12 datasets	https://doi.org/10.1109/AIBThings58340.2023.10292494 (2023)	https://doi.org/10.18653/v1/2021.mrl-1.11 (2021)	The 'AfriSenti-Sent 2023 Shared Task 12 datasets' is mentioned in research citations but lacks detailed descriptions of its usage. There is no explicit information on the methodology, research questions, or specific characteristics of the dataset. Therefore, it cannot be accurately described beyond its mere mention in the literature.	https://github.com/afrisenti-semeval/afrisent-semeval-2023		1			
6797	Kyrgyz Corpus	cited_context | citing_context	780 dependency trees	https://doi.org/10.48550/arXiv.2308.15952 (2023)	https://www.semanticscholar.org/paper/e94e7940851d2908a993b9f90e3dd87c6de7c2f3 (2016)	The dataset '780 dependency trees' is mentioned in the citation context but lacks detailed descriptions of its usage. Therefore, there is no specific information available regarding its application, methodology, research questions, or enabling capabilities in any particular research area.; The '780 dependency trees' dataset is used to model the grammar, syntax, and morphology of the Kyrgyz language, contributing to the Universal Dependencies initiative. This dataset enables researchers to analyze and standardize linguistic structures, facilitating cross-linguistic research and computational linguistics applications.	https://github.com/UniversalDependencies/UD_Kyrgyz-KTMU/		1		Written	Parsing and Tagging
6801	Kyrgyz Corpus	cited_context | citing_context	Kyrgyz article titles	https://doi.org/10.48550/arXiv.2308.15952 (2023)	https://doi.org/10.18653/v1/D19-1410 (2019)	The 'Kyrgyz article titles' dataset is used to analyze language patterns in Kyrgyz by examining a subset of 500 randomly sampled and annotated article titles. This methodology involves deriving meaningful conclusions about specific topics within the language, enabling researchers to explore linguistic trends and content themes in Kyrgyz media.; The 'Kyrgyz article titles' dataset is used to derive meaningful conclusions about topics by translating and sampling 500 titles from a total of 23,284 Kyrgyz articles. These titles are then processed to obtain their embeddings using SentenceBERT, enabling researchers to analyze and understand the thematic content and structure of Kyrgyz articles through computational methods.	https://github.com/alexeyev/kyrgyz-multi-label-topic-classification		1		Written	Information Retrieval
6806	Kyrgyz Corpus	citing_context	UD-Kyrgyz	https://doi.org/10.48550/arXiv.2308.15952 (2023)	https://www.semanticscholar.org/paper/ba233d75aa403092bda0bffc026be7913673ad69 (2021)	The UD-Kyrgyz dataset is used to train and evaluate natural language processing (NLP) models specifically for the Kyrgyz language. It focuses on syntactic and morphological analysis, enabling researchers to develop and refine NLP tools that can accurately process and understand the complex grammatical structures of Kyrgyz. This dataset supports the advancement of NLP technologies tailored to under-resourced languages like Kyrgyz.	https://universaldependencies.org/ky/index.html		1		Written	Parsing and Tagging
6803	Kyrgyz Corpus	citing_context	KyrgyzTTS	https://doi.org/10.48550/arXiv.2407.05006 (2024), https://doi.org/10.48550/arXiv.2305.15749 (2023)	https://doi.org/10.21437/Interspeech.2021-2124 (2021)	The KyrgyzTTS dataset is used for training and testing text-to-speech (TTS) systems in the Kyrgyz language, focusing on enhancing the quality and accuracy of synthesized speech. This dataset enables researchers to develop more effective TTS models for Kyrgyz, addressing the specific phonetic and linguistic challenges of the language.	https://github.com/IS2AI/Kazakh_TTS		1		Text	Speech Synthesis
6805	Kyrgyz Corpus	citing_context	Manas-UdS corpus	https://doi.org/10.48550/arXiv.2407.05006 (2024)		The Manas-UdS corpus is a recently developed dataset primarily used for training and testing text-to-speech (TTS) systems in the Kyrgyz language. It aims to enhance the quality and accuracy of synthesized speech, addressing the specific challenges and nuances of the Kyrgyz language. This dataset enables researchers to develop more effective TTS models tailored to Kyrgyz, contributing to advancements in natural language processing for under-resourced languages.	https://fedora.clarin-d.uni-saarland.de/kyrgyz/index.html		1		Speech	Speech Recognition/Understanding
6809	Lao Corpus	citing_context	Lao Dataset	https://doi.org/10.48550/arXiv.2407.19672 (2024)	https://doi.org/10.48550/arXiv.2502.06298 (2025)	The Lao Dataset is used to construct and evaluate SeaBench, a benchmark for assessing multi-turn instruction-following capabilities in Lao and other Southeast Asian languages. It focuses on local multilingual questions and is employed to benchmark language models, evaluating their performance across diverse linguistic contexts in the region. This dataset enables researchers to test and improve the multilingual proficiency of language models, particularly in handling complex, context-dependent instructions.	https://github.com/DAMO-NLP-SG/SeaExam		1		Written	Question Answering
6813	Levantine Arabic Corpus	citing_context	apc		https://doi.org/10.18653/v1/2024.iwslt-1.25 (2024)	The 'apc' dataset is used to evaluate the performance of fine-tuned Neural Machine Translation (NMT) and Large Language Models (LLM), specifically focusing on BLEU scores to measure translation quality. This dataset enables researchers to assess and compare the effectiveness of different model configurations and fine-tuning techniques in translating Levantine Arabic.	https://github.com/ufal/IWSLT2024_Levantine_Arabic_data		1		Written	Machine Translation
6824	Levantine Arabic Corpus	citing_context	dataset of 32,000	https://doi.org/10.1109/ACCESS.2025.3591673 (2025)	https://doi.org/10.1017/S1351324923000402 (2022)	The dataset of 32,000 is used to annotate Arabic tweets, specifically focusing on identifying offensive language and hate speech in social media. The methodology involves annotating these tweets to classify them based on their content. This dataset enables researchers to address the prevalence and impact of harmful language online, providing insights into the linguistic patterns and contexts of offensive speech in Arabic social media.	https://www.cambridge.org/core/journals/natural-language-engineering/article/emojis-as-anchors-to-detect-arabic-offensive-language-and-hate-speech/2C1DFD708D4EE24B4E22C5664BD9B2E1		1		Written	Sentiment Analysis
6828	Levantine Arabic Corpus	citing_context	Parallel Levantine-English corpus	https://www.semanticscholar.org/paper/654af2f5747126447e5d8fce220c6a1915761143 (2018)	https://www.semanticscholar.org/paper/ebdcfcd11c8da6e20e4486b65bed5d23f931dc63 (2012)	The Parallel Levantine-English corpus is used to build parallel corpora for machine translation, specifically focusing on Levantine Arabic and Egyptian Arabic. It consists of 1.1M words for Levantine Arabic and 380k words for Egyptian Arabic. This dataset enables researchers to develop and improve machine translation models by providing aligned text data, facilitating the translation between these dialects and English.	https://ufal.mff.cuni.cz/ufal-parallel-corpus-of-north-levantine		1		Written	Machine Translation
6817	Levantine Arabic Corpus	citing_context	IWSLT 2022 Tunisian Arabic (AEB) speech translation data	https://doi.org/10.18653/v1/2024.iwslt-1.14 (2024)		The IWSLT 2022 Tunisian Arabic (AEB) speech translation data is used to enhance speech-to-text translation capabilities for Tunisian Arabic, addressing the challenges of spoken language and regional dialects. It is also employed to train and evaluate models for translating North Levantine Arabic to Modern Standard Arabic and English, focusing on linguistic nuances and dialectal variations. This dataset enables researchers to develop more accurate and contextually appropriate translation models by providing a rich source of spoken language data.	https://iwslt.org/2022/dialect		1		Speech	Machine Translation
6815	Levantine Arabic Corpus	cited_context	Egyptian-English parallel corpus	https://www.semanticscholar.org/paper/a0f99c51f431ca8e6fc1d502840eb6fb4810d17d (2015)	https://www.semanticscholar.org/paper/ebdcfcd11c8da6e20e4486b65bed5d23f931dc63 (2012)	The Egyptian-English parallel corpus is primarily used to build and enhance machine translation systems, focusing on Egyptian and Levantine Arabic dialects. It is employed to improve translation quality, accuracy, and coverage by providing a rich source of dialectal sentences. The dataset includes a compiled corpus of 5 Arabic dialects, each with 6400 sentences, facilitating linguistic analysis and machine translation research. Specific sentences from the Egyptian part are selected to refine translation models, capturing linguistic nuances and enhancing overall performance.	https://huggingface.co/datasets/IbrahimAmin/arz-en-parallel-corpus		1		Written	Machine Translation
6821	Levantine Arabic Corpus	cited_context	Levantine Arabic Twitter Dataset	https://doi.org/10.1007/s13369-021-05383-3 (2021)	https://doi.org/10.18653/v1/W16-5618 (2016)	The Levantine Arabic Twitter Dataset is used to detect hate speech in Levantine Arabic tweets, with a focus on annotator influence and the nuances of hate speech detection in social media. Researchers employ this dataset to explore how different annotators impact the identification of hate speech, addressing the complexities and contextual challenges inherent in social media content. This dataset enables a deeper understanding of the linguistic and cultural aspects of hate speech in Levantine Arabic, facilitating more accurate and culturally sensitive detection models.	https://github.com/zeeraktalat/hatespeech		1		Written	Hate Speech Detection
6833	Magahi Corpus	citing_context	Magahi	https://doi.org/10.18653/v1/2024.findings-acl.857 (2024)	https://www.semanticscholar.org/paper/cc58ebb219feb0f6da5c0f52bed1721dcc4068a1 (2020)	The Magahi dataset is used to evaluate Part-of-Speech (POS) tagging performance in low-resource Indian languages, specifically focusing on Magahi within the Universal Dependency framework. This dataset enables researchers to assess the accuracy and effectiveness of POS tagging models in a resource-constrained setting, contributing to the development of linguistic tools for under-documented languages.	https://github.com/UniversalDependencies/UD_Bhojpuri-BHTB/tree/master		1		Written	Parsing and Tagging
6834	Magahi Corpus	citing_context	Magahi Dataset	https://doi.org/10.48550/arXiv.2403.04639 (2024)	https://doi.org/10.18653/v1/2023.wassa-1.12 (2023)	The Magahi Dataset is used for conducting sentiment analysis on Magahi language tweets. Native speakers manually annotate the data to ensure accuracy and relevance. This approach helps researchers address specific research questions related to sentiment detection in the Magahi language, leveraging the dataset's authentic and culturally relevant content.	https://github.com/MG1800/gsac		1		Written	Sentiment Analysis
7175	Marathi Corpus	cited_context | citing_context	Dakshina corpus	https://doi.org/10.1145/3618057 (2023), https://doi.org/10.48550/arXiv.2205.03018 (2022)	https://www.semanticscholar.org/paper/c1601b8b7a60fe4e8fa121a7cf2acd9ec4a8043c (2020), https://doi.org/10.3115/v1/N15-3017 (2015)	The Dakshina corpus is used to train a BERT-based model for 17 Indic languages, including Marathi, with a focus on processing South Asian languages written in the Latin script. This dataset enables researchers to develop multilingual models that can handle the complexities of these languages, enhancing natural language processing capabilities in a diverse linguistic context.; The Dakshina corpus is used for developing and evaluating transliteration and script conversion systems, particularly for languages of the Indian subcontinent, including Marathi. It focuses on cross-script mapping and phonetic accuracy, enabling researchers to enhance the precision of transliteration systems across multiple Indic scripts. The dataset's multilingual nature supports comprehensive linguistic data analysis for these tasks.	https://github.com/google-research-datasets/dakshina		1		Written	Transliteration and Script Conversion
7178	Marathi Corpus	cited_context | citing_context	EDNIL	https://doi.org/10.1145/3548457 (2022)	https://doi.org/10.1145/3441501.3441516 (2020)	The EDNIL dataset is used for event detection from news in Indian languages, with a specific focus on the Marathi language. Researchers employ NLP and IR techniques to identify and classify events, enabling the analysis of news content and the extraction of meaningful information. This dataset facilitates the development and evaluation of algorithms tailored for event detection in Marathi news articles.; The EDNIL dataset is used for event detection from news in Indian languages, with a specific focus on the Marathi language. Researchers employ NLP and IR techniques to identify and classify events within news articles. This dataset enables the development and evaluation of algorithms tailored for Marathi, enhancing the accuracy of event detection in this language.	https://ednilfire.github.io/ednil/2020/dataset.html		1		Written	Information Retrieval
7186	Marathi Corpus	cited_context	HASOC 2021 Marathi	https://www.semanticscholar.org/paper/7558bdd18c1b52a2953fe80e7bcdbb5a09050ee2 (2021)	https://doi.org/10.26615/978-954-452-072-4_050 (2021)	The HASOC 2021 Marathi dataset is used to identify offensive language in Marathi social media posts, employing cross-lingual approaches to enhance NLP models for low-resource languages. It supports research aimed at improving the detection of offensive content, addressing the challenge of limited resources in under-resourced languages like Marathi.	https://hasocfire.github.io/hasoc/2021/dataset.html		1		Written	Sentiment Analysis
7187	Marathi Corpus	citing_context	HASOC 2022	https://doi.org/10.48550/arXiv.2212.10039 (2022)	https://www.semanticscholar.org/paper/062092a2b27af84b3becffd7439bf8c43574427b (2021)	The HASOC 2022 dataset is used to fine-tune models for identifying hate speech and offensive content in Indo-Aryan languages, including Marathi. Researchers focus on improving the detection accuracy of these models, employing methodologies that enhance the precision and reliability of hate speech identification in multilingual contexts. This dataset enables the development of more effective and culturally sensitive content moderation tools.	https://hasocfire.github.io/hasoc/2022/index.html		1		Written	Sentiment Analysis
